0.002,0.0
0.003,0.0
0.004,0.0
0.005,0.0
0.006,0.0
0.007,0.0
0.008,0.0
0.009,0.0
0.01,0.0
0.011,0.0
0.012,0.0
0.013,0.0
0.014,0.0
0.015,0.0
0.016,0.0
0.017,0.0
0.018,0.0
0.019,0.001
0.02,0.003
0.021,0.001
0.022,0.0
0.023,0.001
0.024,0.004
0.025,0.003
0.026,0.007
0.027,0.006
0.028,0.006
0.029,0.01
0.03,0.01
0.031,0.011
0.032,0.016
0.033,0.018
0.034,0.021
0.035,0.02
0.036,0.026
0.037,0.03
0.038,0.029
0.039,0.039
0.04,0.038
0.041,0.033
0.042,0.041
0.043,0.055
0.044,0.06
0.045,0.07
0.046,0.086
0.047,0.095
0.048,0.1
0.049,0.113
0.05,0.116
0.051,0.137
0.052,0.146
0.053,0.142
0.054,0.147
0.055,0.157
0.056,0.157
0.057,0.162
0.058,0.167
0.059,0.167
0.06,0.169
0.061,0.17
0.062,0.192
0.063,0.229
0.064,0.255
0.065,0.259
0.066,0.263
0.067,0.262
0.068,0.261
0.069,0.264
0.07,0.257
0.071,0.273
0.072,0.295
0.073,0.307
0.074,0.326
0.075,0.348
0.076,0.371
0.077,0.381
0.078,0.406
0.079,0.396
0.08,0.412
0.081,0.416
0.082,0.421
0.083,0.418
0.084,0.422
0.085,0.424
0.086,0.425
0.087,0.42
0.088,0.419
0.089,0.426
0.09,0.434
0.091,0.436
0.092,0.429
0.093,0.43
0.094,0.43
0.095,0.437
0.096,0.443
0.097,0.446
0.098,0.439
0.099,0.441
0.1,0.441
0.101,0.453
0.102,0.453
0.103,0.465
0.104,0.465
0.105,0.464
0.106,0.465
0.107,0.47
0.108,0.48
0.109,0.478
0.11,0.471
0.111,0.47
0.112,0.461
0.113,0.464
0.114,0.456
0.115,0.455
0.116,0.454
0.117,0.452
0.118,0.45
0.119,0.454
0.12,0.456
0.121,0.456
0.122,0.459
0.123,0.461
0.124,0.451
0.125,0.465
0.126,0.464
0.127,0.481
0.128,0.479
0.129,0.482
0.13,0.481
0.131,0.478
0.132,0.481
0.133,0.483
0.134,0.483
0.135,0.486
0.136,0.486
0.137,0.485
0.138,0.485
0.139,0.484
0.14,0.486
0.141,0.484
0.142,0.482
0.143,0.483
0.144,0.48
0.145,0.48
0.146,0.476
0.147,0.474
0.148,0.467
0.149,0.472
0.15,0.471
0.151,0.465
0.152,0.466
0.153,0.466
0.154,0.467
0.155,0.466
0.156,0.47
0.157,0.472
0.158,0.475
0.159,0.476
0.16,0.477
0.161,0.479
0.162,0.476
0.163,0.475
0.164,0.477
0.165,0.476
0.166,0.48
0.167,0.477
0.168,0.477
0.169,0.478
0.17,0.48
0.171,0.479
0.172,0.481
0.173,0.479
0.174,0.479
0.175,0.477
0.176,0.478
0.177,0.476
0.178,0.475
0.179,0.475
0.18,0.475
0.181,0.475
0.182,0.475
0.183,0.476
0.184,0.476
0.185,0.478
0.186,0.473
0.187,0.472
0.188,0.475
0.189,0.475
0.19,0.466
0.191,0.463
0.192,0.461
0.193,0.461
0.194,0.458
0.195,0.459
0.196,0.464
0.197,0.467
0.198,0.468
0.199,0.469
0.2,0.469
