0.0,0.87929296875
0.01,0.8896640625
0.02,0.89237109375
0.03,0.89593359375
0.04,0.9091171875
0.05,0.9181171875
0.06,0.92233203125
0.07,0.92619921875
0.08,0.92836328125
0.09,0.936625
0.1,0.94096875
0.11,0.94798046875
0.12,0.95051953125
0.13,0.95466796875
0.14,0.95673046875
0.15,0.959734375
0.16,0.96420703125
0.17,0.96496484375
0.18,0.96857421875
0.19,0.97160546875
0.2,0.97240625
0.21,0.97275
0.22,0.97544140625
0.23,0.97803515625
0.24,0.977921875
0.25,0.97915234375
0.26,0.98069921875
0.27,0.9807890625
0.28,0.98206640625
0.29,0.98162109375
0.3,0.9835859375
0.31,0.983515625
0.32,0.98454296875
0.33,0.98330859375
0.34,0.98487890625
0.35,0.98536328125
0.36,0.9855859375
0.37,0.9855234375
0.38,0.98524609375
0.39,0.98559765625
0.4,0.98601171875
0.41,0.986234375
0.42,0.9866640625
0.43,0.98622265625
0.44,0.98696484375
0.45,0.98697265625
0.46,0.98696484375
0.47,0.98651171875
0.48,0.98693359375
0.49,0.9866015625
0.5,0.98695703125
0.51,0.98700390625
0.52,0.98692578125
0.53,0.987140625
0.54,0.98716796875
0.55,0.987140625
0.56,0.98737109375
0.57,0.9870234375
0.58,0.98719140625
0.59,0.98770703125
0.6,0.98739453125
0.61,0.98747265625
0.62,0.98740625
0.63,0.98705859375
0.64,0.98735546875
0.65,0.98730859375
0.66,0.98738671875
0.67,0.98786328125
0.68,0.98715625
0.69,0.98726953125
0.7,0.98711328125
0.71,0.98803125
0.72,0.98705078125
0.73,0.98749609375
0.74,0.98734765625
0.75,0.98768359375
0.76,0.9874609375
0.77,0.98769140625
0.78,0.9877890625
0.79,0.98757421875
0.8,0.9876875
0.81,0.9880234375
0.82,0.98801171875
0.83,0.98783984375
0.84,0.98745703125
0.85,0.987859375
0.86,0.98755078125
0.87,0.98772265625
0.88,0.98735546875
0.89,0.987390625
0.9,0.98782421875
0.91,0.9877578125
0.92,0.9875078125
0.93,0.98798046875
0.94,0.987921875
0.95,0.9878046875
0.96,0.9877109375
0.97,0.98772265625
0.98,0.98801953125
0.99,0.98773046875
